Phylum	Class	Order	Family	Genus	Species	M01D1	M01W1	M01W16	M01W2	M01W4	M01W6	M01W8	M02D1	M02W1	M02W16	M02W2	M02W4	M02W6	M02W8	M03D1	M03W1	M03W12	M03W2	M03W4	M03W6	M03W8	M04D1	M04W1	M04W12	M04W16	M04W2	M04W20	M04W4	M04W6	M04W8	M05D1	M05W1	M05W12	M05W2	M05W4	M05W6	M05W8	M06D1	M06W1	M06W2	M06W20	M06W4	M06W6	M06W8	M07D1	M07W1	M07W2	M07W4	M07W8	M08D1	M08W1	M08W2	M08W4	M08W6	M08W8	M09D1	M09W1	M09W2	M09W20	M09W4	M09W6	M09W8	M10D1	M10W1	M10W12	M10W16	M10W2	M10W20	M10W4	M10W6	M10W8	F01D1	F01W1	F01W2	F01W4	F01W6	F01W8	F02D1	F02W1	F02W16	F02W2	F02W4	F02W6	F02W8	F03D1	F03W1	F03W12	F03W16	F03W2	F03W20	F03W4	F03W6	F03W8	F04D1	F04W1	F04W16	F04W2	F04W4	F05D1	F05W1	F05W2	F05W4	F05W6	F06D1	F06W2	F06W4	F07D1	F07W1	F07W4	F08D1	F08W1	F08W12	F08W2	F08W4	F08W6	F08W8	F09D1	F09W1	F09W2	F09W20	F09W4	F09W6	F09W8	F10D1	F10W1	F10W16	F10W2	F10W4	F10W6	F10W8
Proteobacteria	Gammaproteobacteria	Burkholderiales	Methylophilaceae	UBA6140	methylotrophic_bacterium_RS_M7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.03E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Proteobacteria	Gammaproteobacteria	Burkholderiales	Methylophilaceae	UBA6140	unclassified_UBA6140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000168124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Proteobacteria	Gammaproteobacteria	Burkholderiales	Methylophilaceae	unclassified_Methylophilaceae	Novimethylophilus_kurashikiensis	0	0	0	0	0	0	7.39E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Proteobacteria	Gammaproteobacteria	Burkholderiales	Methylophilaceae	unclassified_Methylophilaceae	unclassified_Methylophilaceae	0	0	0	0	0	0	0	0	0	0.00042337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.76E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000812494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Proteobacteria	Gammaproteobacteria	Burkholderiales	Methylophilaceae	unclassified_Methylophilaceae	uncultured_beta_proteobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.08E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000168124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Proteobacteria	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Alysiella	unclassified_Alysiella	0	7.50E-05	0	0	0	0.000158253	0	0	0	0	0	0	0	0	0	0	0.000595086	0.000169262	7.57E-05	8.59E-05	0.000176913	0	7.73E-05	0	0	0	0.000444412	7.02E-05	0.000171541	0.000525486	7.89E-05	7.90E-05	9.03E-05	0.000156654	0.000155039	8.27E-05	0	0.000160128	8.04E-05	0	0	0.00021032	0	0.000211327	7.65E-05	0	0.000297354	0	0	0	9.59E-05	0	7.91E-05	0	0	0	7.77E-05	0	0	0	8.67E-05	0	7.66E-05	0.000644468	0.000626174	0.000649087	0.000239139	0.001273885	0.000331702	0.001268499	0.001362616	0	0.00036049	0.000344204	0.000246225	0	0.000334029	8.44E-05	0.000161642	0	0	8.93E-05	0.000247484	0	0	0	0	0	8.58E-05	0	0	7.64E-05	7.41E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002206369	0	0.000336247	0	0	0	0.000151012	0	0	0	7.48E-05	0.000161394	0.000157778	0	0	0	0.000167084	0	0	0	0	0	0	0
Proteobacteria	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Eikenella	Eikenella_corrodens	8.23E-05	0	9.39E-05	8.23E-05	0	0	0	0	0	0	7.24E-05	8.64E-05	0	0	0	0	8.50E-05	0	0	0	0	0	0	0	0	7.64E-05	7.41E-05	0	0	0	7.89E-05	0.000157978	0	7.83E-05	7.75E-05	8.27E-05	0.00023218	0.001521217	0.0028126	0.002196065	0	0.001822771	0.001225844	0.000986193	0.00053566	0.000511584	0	0	0	0.000686224	0.001247122	0.000523149	0.000237173	0.000759705	0.001606684	8.60E-05	0	0	0	8.21E-05	8.67E-05	0	0	7.16E-05	0.000357814	0.000324544	7.97E-05	0.000374672	0	0.000169133	8.02E-05	0	0	0.000516307	0.000246225	0	0	0	0	0	9.33E-05	0	0.000164989	0	0	0	0.000159808	0	0	0	0	0	0	0	8.43E-05	0	0	0	0	0	0	0	0	0.000551051	0.000817461	0.000349589	0.000220637	0.000153834	0.000504371	0	0	0	0	0.000161668	0.00014912	9.01E-05	0	0	7.89E-05	0	0	0	0	0	0	0	0	0	0	0
Proteobacteria	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Eikenella	Eikenella_halliae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.02E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.21E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.00E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Proteobacteria	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Eikenella	Eikenella_sp._NML130454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000262743	0	0	0	0	7.75E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000174383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.46E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.49E-05	8.58E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.90E-05	0.000150195	0	8.52E-05	0	0	0
Proteobacteria	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Eikenella	Neisseria_meningitidis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00017234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000150195	0	0	0	0	0
Proteobacteria	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Eikenella	unclassified_Eikenella	0	0	0	0	0	0	0	0	0	0	0	0	0	8.76E-05	0	0	8.50E-05	0	0	0	0	0	0	0.000158065	0	7.64E-05	0.000370343	0	0	0	0	0	0	0	0	0	0	0.00040032	0	0.000527056	0	0.000911385	0.000288434	0.000352212	0	0	0	0	0	0	0	0.000174383	0	0	0.000160668	0	0.000155424	0	0	0	0	0	0	0.000143215	0.000447267	0.000973631	0	0	8.29E-05	0.000338266	0.000881693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000169062	8.29E-05	0	0.000250229	0.000209526	0.000236165	0.000817461	0.000786576	0.000367728	0	8.41E-05	8.94E-05	0	0	7.55E-05	0	0	0	0	0	0	0	0	0	0	0.000236892	0.000675879	0.0004995	8.52E-05	0	0.000897102	0.001822126
Proteobacteria	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Kingella	Kingella_denitrificans	8.23E-05	0.000375122	0	0.000246853	0.000868357	0.000237379	7.39E-05	0.000238588	0.000238284	0.000338696	7.24E-05	0	0.000218675	0.000262812	0.000147449	7.93E-05	0	8.46E-05	0.000454064	0.000171792	0.000530739	0	7.73E-05	0.001106457	0.000441696	0	0.00103696	0.000561325	0.000600395	0.000262743	0.00165589	0.001737757	0.001083913	0.002349808	0.001550388	0.002565163	0.000619147	0.000960769	0.00112504	0.001844694	0	0.001962984	0.001009518	0.000986193	0.001147842	0.001169334	0.001635445	0.000623664	0	0.00171556	0.002110514	0.00165664	0.001106807	0.002355086	0.001606684	0.001032169	0.000699409	0.000927331	0	0.000903342	0.001039861	7.99E-05	7.66E-05	0.000143215	0	0.001298174	7.97E-05	0.000449607	0.000580479	0.000591966	0.001683232	0	0	0	0	0	0	0	0.000161642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001731874	0.001798414	0.001660549	0.013164669	0.000230751	0.001429052	8.94E-05	0.000369038	0	0.000151012	0.000404171	7.46E-05	0.000720786	0	0	7.89E-05	0	0.00015024	0.000174795	0	0.000157928	0.000225293	8.33E-05	0	0.000402771	0.000627972	0.000780911
Proteobacteria	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Kingella	Kingella_kingae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000164298	0	0.000172102	8.21E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.45E-05	8.29E-05	0.000335627	0	6.98E-05	0.000314886	0.000163492	0	0	0	0	0	9.23E-05	0	0	8.08E-05	7.46E-05	9.01E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Proteobacteria	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Kingella	Kingella_oralis	0	0	0	0	0	0	0	0	0	0.000169348	0	0	0	8.76E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000175162	0	0	0	0	7.75E-05	0	0.000154787	8.01E-05	0.00032144	0.00035137	0	0.000350533	7.21E-05	0.000563539	0.000918274	0.000511584	0.000297354	0.000356379	0	0	0	0	0	0	0	0	0	8.43E-05	0	0	0	0	7.66E-05	0	8.95E-05	0.000649087	7.97E-05	0.000374672	0	0.000591966	0.001042001	0.000164298	9.01E-05	0.000516307	0.000410374	0.000344679	0.000501044	0	8.08E-05	0	0	0.000178555	0	0	0	0	0	0	0	0	8.00E-05	0	0.000222403	8.26E-05	8.43E-05	0	0.00021692	0.000245922	0.000591716	0.000331702	0.000419533	0.00016682	0.000628579	0.001574431	0.002534129	0.000873973	0.000441274	0	0.000168124	8.94E-05	0.000738075	8.72E-05	0.000377529	0.000323337	0.000596481	9.01E-05	0.000598758	0.000726275	0	0	0.000751202	0.000349589	0	0.000473784	0.000600781	0.000915751	0.000255646	0.000483325	0.001435364	0.001475054
Proteobacteria	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Kingella	unclassified_Kingella	0	0.000150049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000170025	0	0	0	8.85E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000800641	0.00088396	0.000527056	0	0.001051598	0.000288434	0.001831502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.16E-05	0	0	0	0	0	8.46E-05	0	0	0	0	0.000738674	0	0	0	0	0	0	0	8.25E-05	0	0	0	0	0	0	0	0	0	0	0.000578369	8.43E-05	0	0.00021692	0	0	0	0	0	0	0	0	0.000174795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Proteobacteria	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Kingella	uncultured_Kingella_sp.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.90E-05	0	0	0	0	0	0	0	0	0	0	7.75E-05	0	0	0	8.04E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.44E-05	0	0	0	0	0.000164989	0	0	0	0	0	0	0	0	0	0	8.26E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.08E-05	0	9.01E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Proteobacteria	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Kingella	uncultured_Neisseriaceae_bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000157978	0	0	0	8.27E-05	0	0.000240192	0.00056252	0.000439213	0	0.00021032	0.000288434	0.000563539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Proteobacteria	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Neisseria	Morococcus_cerebrosus	0	0	0	0	0	7.91E-05	0	0	0	0	0	0	0	0	0	0	0	8.46E-05	7.57E-05	0	0	0	0.000154667	0	0	0.000152812	0	0.000701656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.91E-05	0	0	0	0	0	0	0	0	0	0	7.16E-05	0	0.000162272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.29E-05	0	8.34E-05	6.98E-05	0	0	0	0	0	0	0	9.23E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Proteobacteria	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Neisseria	Neisseria_bacilliformis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000516307	8.21E-05	0	8.35E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.23E-05	8.20E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Proteobacteria	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Neisseria	Neisseria_cinerea	0.000246995	0.000225073	0.000844991	0.000164568	0.000347343	0	7.39E-05	0.000636233	0.000238284	0	0	8.64E-05	0.000218675	0.000175208	0.000221174	0.000475851	0.000850123	0.000423155	0.000302709	0.000601271	0.00123839	0	0	0	0	0	0	0	0	0	7.89E-05	7.90E-05	0	7.83E-05	0	0	0	0.003202562	0.005785921	0.001581167	0	0.005888951	0.002884338	0.002747253	0	0.00021925	0	0	0	0.00085778	0.003261704	0.001395065	0.000553403	0.002203145	0.000482005	0.000172028	0.000233136	0.00059012	0	0.000492732	0.00017331	7.99E-05	0	0	0	0.000162272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000629772	0.000572223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001665	0	0	0.000269131	8.68E-05
Proteobacteria	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Neisseria	Neisseria_elongata	0.000823316	0.002775902	0.001032767	0.002303958	0.002084057	0.002057288	0.00192194	0.000795292	0.001509134	0.001016088	0.001302649	0.000690846	0.001166266	0.001051248	0.000147449	0.000158617	0.000765111	0.001523358	0.000529741	0.002576877	0.000884564	0	0	0.005058089	0.001030624	0.000152812	0.00681431	0.000841987	0.001715413	0.002277106	0.002129002	0.003159558	0.004696956	0.001723193	0.001782946	0.005544063	0.001160901	0.00296237	0.00265188	0.002810963	0	0.003084689	0.002379579	0.001338405	0.006198347	0.004604253	0.007731192	0.006236636	0	0.004803568	0.006139678	0.00444677	0.002846075	0.006305553	0.008836761	0.000860141	0.001631955	0.00269769	7.77E-05	0.001396075	0.002166378	0.000719482	0.000153268	0.000358038	0.000805081	0.000486815	7.97E-05	0.000299738	0.000248777	0.000676533	0.000160308	0.000492894	0.00036049	0.000946562	0.000328299	0.000344679	0.000250522	0	0.000404106	0	9.33E-05	8.93E-05	0	0	0.000223331	0.000338696	0.000878945	0.000749176	0.000343053	0	8.00E-05	0.000305694	0.000370672	0.001487235	0.000758981	0	0.003976862	0.000327896	0.000591716	0.000165851	8.39E-05	0.000250229	0.000419053	0.003778635	0.002207145	0.006205209	0.012208575	0.000153834	0.00361466	0.000536241	0.002860042	0.000522921	0.001963153	0.002263358	0.003131524	0.007838544	0.003742235	0.006294383	0.00307668	0	0.005258413	0.00227233	0.000417711	0.000710676	0.001051367	0.000582751	0.000426076	0.000322217	0.001255943	0.003470716
Proteobacteria	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Neisseria	Neisseria_flava	0	0	0	0	0	0	0	0	0	0.00042337	0	0	0	0	0.001179593	0	0.003740542	8.46E-05	0.00113516	0.002147397	0.003184432	0	0.004485345	0.00987908	0.003828033	0	0.003777498	0.009753017	0.009005918	0.005517604	0	0	0	0	0	0	0	0.000800641	0	0	0	0.000981492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.032722814	0.015968493	0.020305931	0.017768763	0	0.021656051	0.007297454	0.005750529	0.014347547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000735715	0.000611781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Proteobacteria	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Neisseria	Neisseria_flavescens	0.032438663	0.015830145	0.011078772	0.017115116	0.018756513	0.026665612	0.010201064	0.197073326	0.332009531	0.047078747	0.22058185	0.14507772	0.204971208	0.099518178	0.001400767	0.001268935	0.001955284	0	0.002345997	0.001975606	0.002211411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003202562	0.005062681	0.006588194	0	0.003785754	0.002884338	0.0041561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000164244	0.004852686	0	7.66E-05	0	0	0	0	0	0.000248777	0	0	0	0	0	0	0	0	0.007003628	0.009132789	0	0.006534117	0.006070887	0.003299786	0	0	0	0	0	0	0	0	0	0	0.017516318	0.006156181	0.000778028	0.020824295	0.002541192	0	0	0	0	0	0	0	0.002097535	0	0	0	8.94E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Proteobacteria	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Neisseria	Neisseria_lactamica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000331702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Proteobacteria	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Neisseria	Neisseria_macacae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00176939	0	0.003400493	0	0	0.00146023	0.001415303	0	0	0.00150162	0	0	0.001333235	0	0	0.00087581	0.001182779	0	0	0	0	0	0	0	0	0	0	0	0	0.000352212	0	0	0	0	0	0	0	0	0	0	0	0	7.77E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001156738	0.000505988	0	0.000723066	0	0.009044801	0.004560909	0.004530962	0.006839603	0.006285794	0	0	0	0	0	0.000168124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Proteobacteria	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Neisseria	Neisseria_meningitidis	0.001646633	0.001125366	0	0.001316547	0	0.001978161	0	0	0	0	0	0	0	0	0	0	0.002635382	8.46E-05	0	0.001116647	0.001326847	0	0	0	0	0	0	0	0	8.76E-05	0.00039426	0	0	0	0	0	0	0.004243395	0.0012054	0.003162333	0	0.003084689	0.002235362	0.000915751	0	0	0	0	0	0	0	0	0	0	0	0.001376226	0	0	0	0.001396075	0.000693241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001817731	0	0	0.000939986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Proteobacteria	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Neisseria	Neisseria_mucosa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006119139	0.01062733	0.010796566	0.009309411	0.01210837	0.015633053	0.017072092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01008807	0.009803922	0.015108925	0	0.024607403	0.011465244	0.007044238	0	0	0	0	0	0	0	0	0	0	0	0.005418889	0.006061548	0.003625021	0	0.004680956	0.002339688	0.001279079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000239712	0	0	0	0	0	0	0	0	0	0	0.000163948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000484183	0	0	0	0.000699178	0	0	0.000225293	0	0	8.06E-05	0	0
Proteobacteria	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Neisseria	Neisseria_oralis	0.000658653	0.001575512	0.001408318	0.001398832	0.000694686	0.00110777	0.000443525	0.000318117	0.000238284	0	7.24E-05	8.64E-05	0.000510241	0.000350416	0.000368623	0.000396542	0.001530222	0.001777251	0.000681096	0.001202543	0.000796108	0	0	0.000632261	0.000220848	0.000305623	0.00155544	0.000210497	0	0.000350324	0.000709667	0.000868878	0.00045163	0.00101825	0.000387597	0.000496483	0.00023218	0.005444355	0.008678881	0.011068166	0.000338696	0.010586091	0.007499279	0.008523528	0.000382614	0.000292334	0.000297354	0	0	0.005747126	0.008729854	0.005841835	0.002213614	0.009648256	0.00345437	0.001634268	0.00178738	0.001095937	0	0.001560319	0.000519931	0.00031977	0.002988735	0.004368063	0.005277753	0.004381339	0.000956556	0.006519296	0.002487768	0.003805497	0.007053543	0	0	8.61E-05	0	8.62E-05	0.000334029	0	0.000161642	0	0	0.000178555	0.000329979	0	0	0	0	0	0	0	0.000160051	0	0.000296538	0.002974469	0.000590319	0.000155606	0.001156905	0	8.45E-05	0.000248777	0.000587347	0.000417049	0.000628579	0.001810596	0.000490477	0.000873973	0.000220637	0	8.41E-05	0	0.000553557	0	0	0.000161668	0.0003728	0.000720786	0.00112267	0.000484183	7.89E-05	0	0.000300481	0.000524384	0	0	0.000150195	0	8.52E-05	8.06E-05	0	0.000347072
Proteobacteria	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Neisseria	Neisseria_perflava	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.126084214	0.059162717	0.091771294	0.043863085	0.055736434	0.075134464	0.043495086	0	0	0	0	0	0	0	0.005815733	0.001973251	0.004237288	0.005256593	0.000620732	0	0	0	0	0	0.051172879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003507307	0	0	0	0	0	0	0.000142653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.94E-05	0	0	0	0.000161668	0	0	0.003293167	0.010974822	0.003865573	0	0.006760817	0.004195071	0.001754386	0	0	0	0	0	0	0
Proteobacteria	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Neisseria	Neisseria_sicca	0.042071464	0.052592092	0.032109661	0.047807126	0.066602987	0.087909479	0.048344175	0.012327024	0.008816521	0.002201524	0.009842235	0.005958549	0.015161455	0.012089356	0	0.004282655	0	0.002708192	0.002648706	0.001632022	0.001857585	0	0	0	0	0	0	0	0	0	0	0.002606635	0.005238912	0.001253231	0.000775194	0.003640877	0.001238294	0.028903122	0.023465124	0.040495432	0	0.038628716	0.015431209	0.016624401	0	0	0	0	0	0.014239149	0.024366846	0.016827971	0.00735236	0.022107422	0.015183162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000410745	0.000180245	0.001290767	0.001395272	0.000517019	0.001085595	0	0.001778065	0	0.00102679	0.001606999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.035154814	0	0.001513114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
