	SRS024568.571681	SRS013177.574389	SRS020413.572892	SRS017935.572108	SRS013490.574260	SRS017641.576524	SRS013638.573699	SRS024625.570280	SRS023176.573947	SRS020290.575215	SRS017764.574643	SRS018076.571839	SRS049911.575200	SRS021484.575748	SRS017997.575028	SRS018313.575129	SRS024151.575546	SRS017307.573991	SRS016916.571068	SRS020869.573690	SRS023914.571128	SRS017641.575969	SRS020527.573698	SRS020233.575311	SRS013687.574921	SRS018102.573993	SRS017420.570810	SRS020895.570284	SRS013516.575410	SRS016364.575956	SRS016942.575808	SRS013474.572674	SRS024177.571285	SRS017029.575283	SRS058746.570279	SRS017230.573092	SRS017363.570258	SRS018339.573081	SRS017667.571840	SRS017847.570423	SRS023760.572972	SRS017667.576128	SRS013203.574575	SRS021510.573430	SRS018396.574712	SRS017420.571170	SRS016779.576334	SRS020316.575736	SRS017790.572183	SRS018216.570352	SRS016424.570841	SRS020437.572627	SRS024592.570730	SRS013472.575723	SRS020551.575598	SRS020257.573938	SRS018100.575514	SRS023995.573098	SRS013201.576199	SRS016777.576593	SRS017361.573508	SRS017665.574059	SRS023758.576043	SRS017088.576058	SRS020893.572891	SRS045289.571763	SRS023938.573037	SRS017227.576007	SRS017418.570288	SRS020314.575041	SRS024649.576282	SRS017304.575372	SRS018214.570641	SRS013662.573790	SRS055687.571803
4470612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.8333333333333	3.16666666666667	9.16666666666667	2.5	0.666666666666667	0	0.666666666666667	2.16666666666667	1	0	0.833333333333333	8.83333333333333	0	0	1.16666666666667	0	0	0	0	0	1.33333333333333	0	0	0.833333333333333	2.16666666666667	0	0.5	0	0.5	0	8.16666666666667	1.66666666666667	0.333333333333333	0	0.5	11.6666666666667	0	0	0	14.3333333333333	2.66666666666667	0	0.5	0.666666666666667	0	0	9.5	0	1	0.5
4433676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.25	0.5	2.75	0.75	0	1.25	2.5	0.5	0	0.5	0	3	0	0	0.5	2.5	2.25	3.5	1.5	0	1	1.25	5.5	0	0.75	1	0	0	3.5	1.25	1	1.5	0.5	0	1	0	0	1.25	2.25	1.25	0.5	0	0	0	4.5	0	0
4351304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.666666666666667	0	0	0	1	2.33333333333333	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1.33333333333333	0	0.666666666666667	0	0	0	1.33333333333333	0
4473227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.66666666666667	0	2.66666666666667	5.33333333333333	11	27.3333333333333	1	1.66666666666667	5.66666666666667	3.33333333333333	3.66666666666667	0	2.33333333333333	3.66666666666667	12.6666666666667	4.33333333333333	10.6666666666667	10.3333333333333	9.66666666666667	9	8	0	0.666666666666667	12	16.6666666666667	10.3333333333333	6	30	5.33333333333333	0	3.33333333333333	20	8.33333333333333	10.6666666666667	6	7.33333333333333	14.6666666666667	1	9	9.66666666666667	0	2.66666666666667	0	0	1.33333333333333	3.33333333333333	17.3333333333333	0	4.33333333333333
4412485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0.4	0	1.8	1.8	0	0	0.6	1.2	0	0	0.4	0	0	0	0	0.6	5.2	0	3.8	1	0.4	0.8	0	0	0.6	0.6	0	0.4	2.8	1.4	1.8	3.8	0.4	0	5.2	0	1	0.4	1.2	0	1	1	1.2	1.8	0	0	0.6	0.4
4447219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.6666666666667	30.3333333333333	0	0	5.33333333333333	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	9.66666666666667	1	0.666666666666667	0	0	0	0	1	0.666666666666667	0	12.3333333333333	0	0	0	0	0	0	22.6666666666667	0	0	0	0
4469359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333333333333333	0	1.16666666666667	1.16666666666667	1.33333333333333	0	0.5	1.5	0.833333333333333	0.666666666666667	0.833333333333333	0	0.5	0	2.33333333333333	1.83333333333333	0	1	0	0.5	0.833333333333333	0.333333333333333	0	0.333333333333333	3.66666666666667	0.5	0.5	0	0.5	0.666666666666667	0.666666666666667	2.66666666666667	0	0.833333333333333	0.5	1.5	0	3	0.333333333333333	1.16666666666667	1.83333333333333	2	1.83333333333333	0	0	0	0	1.83333333333333	0	0
87506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.666666666666667	9	3	3.66666666666667	5	1.66666666666667	2.66666666666667	0	1	1.66666666666667	4	0	4.33333333333333	3	3.33333333333333	0	1.33333333333333	1.66666666666667	13	2.33333333333333	14.3333333333333	2.66666666666667	2	0	0	0.666666666666667	3	2.33333333333333	1.66666666666667	3.33333333333333	6	4	3.33333333333333	1.33333333333333	5	3	2.66666666666667	0	0	3.66666666666667	5.66666666666667	8.33333333333333	2	8.66666666666667	1	0	0	0	2.66666666666667	1.33333333333333
4299087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.5	0	0.5	1	6.5	0	1	1.25	2	0	0	0	0	0	7.5	0	0	0	0	1.5	0.75	0.5	1.5	0	0	0	0.5	0	0	3.25	0	3	0	0	0	0	3.75	3.25	0	0.75	2	0	0	0	0	0	0	1.5	0
2291414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.833333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333333333333333	0	0	0.333333333333333	0	0	0	0	0.666666666666667	0	0	0	0	0	0	0	0	3.33333333333333	0	0	0	0	0	0	0	0.333333333333333	0
4383049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0.75	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0.5	0	0	0	0	0	0	0	0	0	0.5	1.5	0	0	0	0	0	0	0	1	0	0
4441038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.4	0	0	19.2	0.8	0	0.4	0	0.8	2	0	0.8	1.2	0	0.4	0	1.8	0	0	4	0	0	0.6	0	0	0	1	0	0	3.4	0	0	2.2	0	0	0	0	17.2	0	0	0	3.2	0	0	0	0.6	0	1.8	0
4446902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.75	4.75	10.25	2.5	2	2	5.5	0.75	12	4	5.25	1.5	3.25	2.25	7.75	0.5	2	1.75	2.75	3.75	7.5	10	0.5	1.25	10.75	14.25	5.5	3.75	5.75	3.25	2.75	3.75	6	5.25	5.5	6.25	4.75	1	0.5	8	10.25	0.5	2	11.5	2.25	2.25	0	3.75	6.25	2.5
4422580	1.8	3.2	3.4	0	0	0	0	5	3.2	2	2.8	2.8	3.6	0.6	4.4	0	0	0.6	5.2	0.8	0	0	8.4	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4480775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.66666666666667	18.6666666666667	1.33333333333333	4	1.33333333333333	0	0	1.33333333333333	2	0	3	2.33333333333333	0	5.66666666666667	0	0	14.6666666666667	0	0	0	0	70.3333333333333	5.66666666666667	19.6666666666667	0	24	3.66666666666667	2	0	0	0	6.66666666666667	57.6666666666667	7	0	17.3333333333333	0	0	1.66666666666667	1	0	0	9	3.33333333333333	43.3333333333333	0.666666666666667	1.66666666666667
4480777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1.5	2.25	0	12.5	0	1.5	3.75	8.75	6.75	0	2.75	0	2	3	1.25	0	0	0.5	0	0	0	1	0	0.5	0	0	0	0	0.5	0.75	0	0	0	0	19	0	0	0	3.5	5	0	5.5	0	0	3.25	0
4410988	0	0	0	0	0	0	0	0	0.5	0	2.5	0.5	1.25	0.5	1.25	0	0.5	0.5	0	2	0.5	0.5	0.75	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
938043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	0	1	3.66666666666667	2.33333333333333	0	13.3333333333333	0	0	0	0	1.66666666666667	0	0	2	0	8.66666666666667	77.6666666666667	6.66666666666667	0	1.33333333333333	0	3.66666666666667	0	2.33333333333333	32.3333333333333	0	0	0	0	3.66666666666667	5.33333333333333	0	0	0	1	0	7.33333333333333	0	0.666666666666667	0	0	3	0	0.666666666666667	0	8.33333333333333
4450260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.6666666666667	13.3333333333333	13.3333333333333	7	0	1	4.33333333333333	3.33333333333333	1.66666666666667	0	2.33333333333333	0	0	1.33333333333333	11	0.666666666666667	1.33333333333333	4	10.3333333333333	0	11.6666666666667	6	0	0	0	0.666666666666667	2.66666666666667	4	14.6666666666667	56.3333333333333	2.66666666666667	13	1.66666666666667	3	3	0	0	0	0	2.66666666666667	4	1.66666666666667	1.66666666666667	3.33333333333333	2	1.33333333333333	37.6666666666667	0	0	3
4394667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.75	0.5	0.75	0	1.75	1.75	0	0.5	1	1.25	0	0	0	0.75	0	0	8	2.5	1.25	8	4	0	0.5	0.75	5.5	2.5	5	7.5	0	0	4.5	8.25	9.75	8.75	8.25	1	0.75	0	3.75	1.25	0	1.75	2	0	0.75	0	0.75	1.5	1.75
4454385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.75	1.75	1.75	0	3.75	1.25	4.5	1	30.5	3.75	2.5	0	0	23	0.5	0	0	0	0	0	7.25	0	0	2	9.25	0	0	0	0	0	2	0	0	11.25	0	0	0	0	0	1.75	2	0	0.75	0	0	4	0
4401186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.33333333333333	6.33333333333333	2.66666666666667	4.33333333333333	1.33333333333333	2.33333333333333	1.66666666666667	1.66666666666667	1	17	0	2.33333333333333	0	1.66666666666667	0.666666666666667	0	5	30.3333333333333	3.66666666666667	7.33333333333333	2.66666666666667	0	0.666666666666667	2.33333333333333	0	52.6666666666667	24	2	0	4	4.33333333333333	3.66666666666667	5	5.33333333333333	0	0.666666666666667	1	1.33333333333333	4.66666666666667	6	3	30.3333333333333	0.666666666666667	1.66666666666667	13.3333333333333	2.66666666666667	5	2.66666666666667	1
4478358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6	2.2	3.6	14	1.2	3.8	0.4	0	3.4	4.4	5.8	1.4	1.2	1.4	25.2	3	0.8	0	10.6	0	2.8	0	4.2	8	1.4	4.6	2	2.4	5.6	1.8	0	7.4	2.6	3.8	3.6	2	21.6	1.2	1.4	1.6	8.4	1.6	0.4	0.4	3.8	0	9.6	6	0.6
4455163	82	119.2	9	5.2	67	0	14.4	0.8	42.6	6	0	71	19.2	52.6	0	0	39.6	0	45	43	1.6	0	0	5.4	1.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4395450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2.25	1.75	8.5	0	3.25	0	2.75	0	0	0	3.25	0.5	0	5	0	0	0	1	0	0	0.5	0	0	0	1.5	0	0	0	0	0	0	0	0	2.75	0.5	20	0	0	0.75	0	0	0.5	5	13	0	5	0
4466150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	7	5.83333333333333	14.5	11.3333333333333	0	0.666666666666667	43	5.33333333333333	7.83333333333333	6.16666666666667	0	7.66666666666667	0	6.5	2.83333333333333	0.333333333333333	0	0.666666666666667	18	12	18.6666666666667	0	3	0	0.666666666666667	11.6666666666667	20	1.16666666666667	0	30.5	25.8333333333333	1	0	16	0	0.5	0.666666666666667	4	0.666666666666667	18.8333333333333	36.1666666666667	5	1.16666666666667	0	4.16666666666667	10.8333333333333	1.66666666666667	0.333333333333333	0
4432435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.25	1	0	1.25	0	3.25	0.75	0	2	0	0	0	1.25	3.5	3.25	0	0	0	0	3.25	0	0	0	0	0	0	1.25	0	0	5.75	0	0	1.5	0	17.25	0	0	0	1.25	0	0	0.5	0	0	7	0
4417749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0.75	0.75	0	0	0	0.75	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.5	0	0	0.5	0.5	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0
4433523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	5.25	0	0	0	0	0	0	0	0	0	0.75	0.5	0	0	0.75	0	9	7.75	0	0	0	4.75	0.75	6	0.5	0	1.5	0	0	0	0	0	6.25	0.75	0	0.75	0	1.25	0	0
4477537	19	140.8	281.6	6.6	83	0	94.6	153.6	183.8	27.8	48	39.8	223.6	104.2	7.4	0	52.2	70.4	223.4	126.4	16.2	0	369.4	7	10.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4427030	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.666666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333333333333333	0.5	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0.333333333333333	0	0	0	0	0	1.16666666666667	0	0	0	0	0	0	0	0	0	0.833333333333333	0	0
4294777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.33333333333333	0	1.33333333333333	0	7.66666666666667	23.3333333333333	1.33333333333333	4	0	3	0	0	0	1.33333333333333	5	2.33333333333333	0	0	1	0	5.33333333333333	0	0	0	0	0	0	0	0	1.33333333333333	6.66666666666667	0	0	1.33333333333333	0	0	0	0	0	0.666666666666667	13.6666666666667	0	0	0	0	0	0
542124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.66666666666667	0	0	0	12.6666666666667	0	0	0	15.6666666666667	0	0	0	0	0	0.666666666666667	0	1	0	17.3333333333333	27	28.6666666666667	0	0.666666666666667	0	0	0	48.3333333333333	0	0	0	0	0	3.66666666666667	25.6666666666667	0	0	1.33333333333333	0	0	1	0	0.666666666666667	0	0	0.666666666666667	0	0	0	0
4399781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	1	0	1	1.75	0	0	0	0.5	0	1.5	0.75	0	0	1.25	0.5	0.75	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2.5	3.25	0	0	0	0	1	0
756189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4	0.4	0	0	0	0	0	0	0.6	0	0.6	0.4	0	0.6	0	0	0	0	0	0	0	0	0
3138798	0	0.8	2.4	13.4	0	1	5.6	2	1.6	3	0	0	0.6	0.6	13.2	4.6	0.4	4.8	0	0	0	0.6	4.2	0.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4341205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.5	4.5	0.5	0.75	0	0	0.5	0.5	0.75	2.75	0	1.5	1	0	0	2.5	2.75	6.25	2	7.75	1.75	0	3	0.5	0	0	2	0	0	0.75	0	0.75	11.25	0.75	0	4.5	1	2.5	0	1.5	2.25	5.75	6.75	2.25	0	0	0.5	1	0
4467081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.66666666666667	3.33333333333333	23	24.3333333333333	22	5	15.3333333333333	2.33333333333333	18.3333333333333	8.66666666666667	6.66666666666667	15	8	11.6666666666667	30.6666666666667	17.6666666666667	2.66666666666667	13.6666666666667	1.33333333333333	1.66666666666667	4	0	7.66666666666667	1.33333333333333	4.33333333333333	8	16	0	1.33333333333333	1	0	1	1.33333333333333	0.666666666666667	0	12	5	19.6666666666667	0	3.33333333333333	2	4.66666666666667	30.3333333333333	0.666666666666667	17.3333333333333	5	0	2.33333333333333	0.666666666666667
964220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	34.6	21.6	1.4	1.8	43	42.4	0	14.8	10.4	6.6	0.8	0.6	3	10.2	19.2	3	26.4	5.8	23.6	40.8	50.2	1.6	1.8	2.4	109.6	36.8	12.4	117	0.8	0	29.2	21.6	35	30.2	58	10.4	56.2	4	124.6	16	0	9.4	3.2	0.8	29.6	5.6	17	2	50.4
887744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1.25	0.75	0	1	0	0	0.5	0	0	0	0.5	0	0	0.75	0	0	0.5	0	0	0	0	0.5	0.75	0	0	0	0	0	0	0	0	0	0
4376293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.5	0	1.5	2	10.5	0	1.5	1	0	9.5	0	0	0	0	0	0	0	47.5	0	10	0	0	0	0	0	3.5	0	0	2.5	0	0	0	0	0	0	0	0	0	0	0	0	42.5	14	0	1.5	0	0	0	0
4418496	0	0	0	1.8	8.8	0	0	0	0	39.4	2	19.4	0	0	2.2	0	9.2	1	0	2.4	36.2	0	17.6	4	31.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4385599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3.66666666666667	0	0	0	0	0	0	0	3	0	0	0	2.66666666666667	3	0	2	0	1.33333333333333	3.66666666666667	0	0	0	0	3	5.66666666666667	7.33333333333333	0	0	0	0	0	2	0	0	0	13	0	15.6666666666667	0	0	3	0	0	0	0	0	6.66666666666667	4
4465561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	10.25	0	0	0.5	0	2.25	0	10.5	0	2.75	1.5	0.75	3.5	1.75	0	3.5	0	0.5	0	0.5	0	0	0	0	0	0	3.25	0	1.5	1.5	0	3.25	0.5	0	0	0	0	0	0	0.5	0	0	0	0.5	0	0
4444790	0	2.8	5.2	30.2	3	0.8	30	4.4	1.8	0.8	0	0	2	8.2	18.8	6.6	5	5.6	0	0	0	2.8	4	0.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4356060	0	0	0.75	1.25	2.75	1	0.5	0.75	0	0	0	0.5	0	0	0	0	1.5	2.75	1.75	0.75	1.25	2.5	0	1	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
513807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.3333333333333	0	0	0.333333333333333	0	0.333333333333333	0	0	0	0	0.333333333333333	0	0	0.5	0	0	0.333333333333333	0	0	0	0	0	0	10.6666666666667	0	0
4479043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	18.75	7.5	38.25	0	33	0.5	58.75	17	0.75	1	0	0.75	0	2.25	13	0.75	1.75	19.5	15.5	0	4.25	0	0.5	0	4.5	0	1.5	3.25	0	14.75	25.25	26.5	1.25	14.5	0	31	0	4	5	19	3.25	0.5	8	3	0.5	7.5	0
199190	0	0	0	0	0	0	0	0	0	1.2	0	1.2	0	1	0	0.4	0	0	0.6	0.8	0	1.6	0.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4414783	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0.333333333333333	0	0	0	0	0	0	0	0.333333333333333	1.5	0	0	0	0.5	0	0	0	0.833333333333333	0.333333333333333	0.833333333333333	0	0.666666666666667	0	0	1	0	0	2.66666666666667	0	0	0	0.333333333333333	1	0.333333333333333	0.333333333333333	0.666666666666667	0	0	0.5	7.16666666666667	0	0.333333333333333	1.16666666666667	0	0	0.5	4	6.5	0	0.333333333333333	0.333333333333333	0	0	0	0	0	0
4305935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31.75	12.5	0	0	23.75	6	2.5	0	0.5	0	4.75	0.75	0.75	0	60.25	0	0	0	8.75	0	8.25	0	0	10.5	0	4	0.5	0	0	0	0	0	2.5	0	0	0	1	0	0.75	0	5	0	0	0	3.5	0
4447072	0	1	3.6	0.4	15	0	1	5.8	1	1.6	2.6	0.6	1.4	4.8	0	0	12.8	0.4	1	1.6	0.4	0	4	0	2.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4448211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.33333333333333	1.66666666666667	10	1.33333333333333	1	5	1	1.33333333333333	0.666666666666667	1.33333333333333	3.66666666666667	0.666666666666667	1	4	1.33333333333333	1.66666666666667	5.33333333333333	2.66666666666667	1.33333333333333	0	1.66666666666667	2.33333333333333	0	0	0	1.66666666666667	1.33333333333333	2.66666666666667	1	1.66666666666667	0	2.66666666666667	1.66666666666667	5.33333333333333	0.666666666666667	0	3	2	1	4.66666666666667	0	0	2.33333333333333	1	0	4	5.66666666666667	0	0	10.3333333333333
4324467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	5.25	0	0	0	13.75	5.75	2	0	0.5	0	0	0.5	1.25	2	1	4	2.25	0	1.75	0	1.5	0	0	0	0	0	0	3.25	8.25	1.25	0	0.75	0	0	0	0	0	6	0	1.5	0	0	0	1.75	0
4477861	0	0	4	0.8	34	0	2.8	6	3.4	7.2	7.8	2.2	2.8	2.2	7	1.2	6.2	0	10	28	0	0	2.4	1.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4436135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	6.75	0.75	4	0	22.5	0	2.25	0.75	0	4	0	1.75	0.5	0	0	0	0	11.75	0	0.75	2.25	2.75	0.5	0	0	0	0	0.75	0	0	0	0	0	0	2	12.5	0	0	21.5	0	9.75	0.75	24.75	5	1.5	0.75	0
4375688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	8.33333333333333	5.66666666666667	0	0	0	2	4	2	0	0	1	3	0	0.666666666666667	0	1.66666666666667	0	0	0	3.33333333333333	0	2	1	2.66666666666667	0	0	0.666666666666667	0	0	0	0.666666666666667	3.66666666666667	0	3.33333333333333	5.33333333333333	0.666666666666667	0	0	1.33333333333333	0	0	2.66666666666667	0	0	3.33333333333333	0
4368771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0.6	0	0	0	0	0	0	0	0.4	0	0.4	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4374645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.666666666666667	9	8	0	0	5	2.66666666666667	0.666666666666667	2.33333333333333	30.3333333333333	39.6666666666667	0	0	0	1.66666666666667	0.666666666666667	0	0	0.666666666666667	2.66666666666667	5.33333333333333	0	0.666666666666667	95	0	46.6666666666667	0	2.33333333333333	2.33333333333333	0	0	4.33333333333333	1.33333333333333	8	0.666666666666667	0	0	1	0	1	1.66666666666667	3.33333333333333	32.6666666666667	2	16.3333333333333	0	0	0	22.6666666666667	6.33333333333333
4458755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.8	6	1.4	27.4	6.8	0	20	1.2	9	6.4	0	3.4	0	8.4	0	0	9.6	0	4.8	8.4	1.4	2	4.4	0	0.4	5.2	1	0	0	45.6	0	0.4	28.6	2.2	0	0.8	0.6	30	0	2	1.8	11.8	0.6	7.8	7	15.2	0	3.6	1.2
4446152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.66666666666667	19.6666666666667	2.33333333333333	2.66666666666667	4	25.6666666666667	22	0.666666666666667	4.66666666666667	7.33333333333333	0	12.3333333333333	1.33333333333333	12.3333333333333	10.6666666666667	15	11.6666666666667	0.666666666666667	29.3333333333333	4.33333333333333	19	0	0	0.666666666666667	1.33333333333333	25	22.3333333333333	1	8	8.66666666666667	1	7.33333333333333	0	2	0.666666666666667	0.666666666666667	22.3333333333333	25	0	17.3333333333333	14.6666666666667	0	0.666666666666667	0	0	4	13	2	1	23.3333333333333
