"","feces1","feces2","feces3","feces4","feces5","feces6","saliva1","saliva2","saliva3","saliva4","saliva5","saliva6","plaque1","plaque2","plaque3","plaque4","plaque5","plaque6"
"ASV2183",0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2184",0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2185",0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2186",0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2187",0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2188",0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2189",0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2190",0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2191",0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0
"ASV2192",0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0
"ASV2193",0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0
"ASV2194",0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0
"ASV2195",0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0
"ASV2196",0,0,0,0,0,0,7,0,0,0,0,0,9,0,0,0,0,5
"ASV2197",0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0
"ASV2198",0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0
"ASV2199",0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0
"ASV2200",0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0
"ASV2201",0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0
"ASV2202",0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0
"ASV2203",0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0
"ASV2204",0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0
"ASV2205",0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0
"ASV2206",0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0
"ASV2207",0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0
"ASV2208",0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0
"ASV2209",0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0
"ASV2210",0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0
"ASV2211",0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0
"ASV2212",0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0
"ASV2213",0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0
"ASV2214",0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0
"ASV2215",0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0
"ASV2216",0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0
"ASV2217",0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0
"ASV2218",0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0
"ASV2219",0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0
"ASV2220",0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0
"ASV2221",0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,11
"ASV2222",0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0
"ASV2223",0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0
"ASV2224",0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0
"ASV2225",0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0
"ASV2226",0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0
"ASV2227",0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0
"ASV2228",0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0
"ASV2229",0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0
"ASV2230",0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0
"ASV2231",0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0
"ASV2232",0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0
"ASV2233",0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0
"ASV2234",0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0
"ASV2235",0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0
"ASV2236",0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0
"ASV2237",0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0
"ASV2238",0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0
"ASV2239",0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0
"ASV2240",0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0
"ASV2241",0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0
"ASV2242",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0
"ASV2243",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0
"ASV2244",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0
"ASV2245",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0
"ASV2246",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0
"ASV2247",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0
"ASV2248",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0
"ASV2249",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0
"ASV2250",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0
"ASV2251",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0
"ASV2252",20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2253",20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2254",20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2255",20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2256",0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2257",0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2258",0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2259",0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2260",0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2261",0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2262",0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2263",0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2264",0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2265",0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2266",0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2267",0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2268",0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2269",0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2270",0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0
"ASV2271",0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0
"ASV2272",0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0
"ASV2273",0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0
"ASV2274",0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0
"ASV2275",0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0
"ASV2276",0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0
"ASV2277",0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0
"ASV2278",0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0
"ASV2279",0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0
"ASV2280",0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0
"ASV2281",0,0,0,0,0,0,0,0,0,2,0,0,0,6,0,0,12,0
"ASV2282",0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0
"ASV2283",0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0
"ASV2284",0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0
"ASV2285",0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0
"ASV2286",0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0
"ASV2287",0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0
"ASV2288",0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0
"ASV2289",0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0
"ASV2290",0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0
"ASV2291",0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0
"ASV2292",0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0
"ASV2293",0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0
"ASV2294",0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0
"ASV2295",0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0
"ASV2296",0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0
"ASV2297",0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0
"ASV2298",0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0
"ASV2299",0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0
"ASV2300",0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0
"ASV2301",0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0
"ASV2302",0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0
"ASV2303",0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0
"ASV2304",0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0
"ASV2305",0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0
"ASV2306",0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0
"ASV2307",0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0
"ASV2308",0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0
"ASV2309",0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0
"ASV2310",0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0
"ASV2311",0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0
"ASV2312",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
"ASV2313",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0
"ASV2314",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0
"ASV2315",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0
"ASV2316",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0
"ASV2317",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0
"ASV2318",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,4
"ASV2319",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
"ASV2320",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
"ASV2321",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
"ASV2322",19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2323",19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2324",19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2325",19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2326",0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2327",0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2328",0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2329",0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2330",0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2331",0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2332",0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2333",0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2334",0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2335",0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2336",0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2337",0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0
"ASV2338",0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0
"ASV2339",0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0
"ASV2340",0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0
"ASV2341",0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0
"ASV2342",0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0
"ASV2343",0,0,0,0,0,0,7,0,0,0,0,12,0,0,0,0,0,0
"ASV2344",0,0,0,0,0,0,0,9,0,0,0,0,10,0,0,0,0,0
"ASV2345",0,0,0,0,0,0,0,11,0,0,0,0,0,8,0,0,0,0
"ASV2346",0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0
"ASV2347",0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0
"ASV2348",0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0
"ASV2349",0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0
"ASV2350",0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0
"ASV2351",0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0
"ASV2352",0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0
"ASV2353",0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0
"ASV2354",0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0
"ASV2355",0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0
"ASV2356",0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0
"ASV2357",0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0
"ASV2358",0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0
"ASV2359",0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0
"ASV2360",0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0
"ASV2361",0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0
"ASV2362",0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0
"ASV2363",0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0
"ASV2364",0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0
"ASV2365",0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0
"ASV2366",0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0
"ASV2367",0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0
"ASV2368",0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0
"ASV2369",0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0
"ASV2370",0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0
"ASV2371",0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0
"ASV2372",0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0
"ASV2373",0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0
"ASV2374",0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0
"ASV2375",0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0
"ASV2376",0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0
"ASV2377",0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0
"ASV2378",0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0
"ASV2379",0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0
"ASV2380",0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0
"ASV2381",0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0
"ASV2382",0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0
"ASV2383",0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0
"ASV2384",0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0
"ASV2385",0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0
"ASV2386",0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,10,0,0
"ASV2387",0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0
"ASV2388",0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0
"ASV2389",0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0
"ASV2390",0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0
"ASV2391",0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0
"ASV2392",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0
"ASV2393",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0
"ASV2394",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0
"ASV2395",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0
"ASV2396",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0
"ASV2397",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0
"ASV2398",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
"ASV2399",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
"ASV2400",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
"ASV2401",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
"ASV2402",18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2403",0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2404",0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2405",0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2406",0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2407",0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2408",0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2409",0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2410",0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2411",0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2412",0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2413",0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2414",0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2415",0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2416",0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2417",0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2418",0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2419",0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2420",0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2421",0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2422",0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0
"ASV2423",0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,11,0
"ASV2424",0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0
"ASV2425",0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0
"ASV2426",0,0,0,0,0,0,16,0,2,0,0,0,0,0,0,0,0,0
"ASV2427",0,0,0,0,0,0,13,0,0,0,0,5,0,0,0,0,0,0
"ASV2428",0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0
"ASV2429",0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0
"ASV2430",0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0
"ASV2431",0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0
"ASV2432",0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0
"ASV2433",0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0
"ASV2434",0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0
"ASV2435",0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0
"ASV2436",0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0
"ASV2437",0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0
"ASV2438",0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0
"ASV2439",0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0
"ASV2440",0,0,0,0,0,0,0,0,0,11,0,7,0,0,0,0,0,0
"ASV2441",0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0
"ASV2442",0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0
"ASV2443",0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0
"ASV2444",0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,14,0,0
"ASV2445",0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0
"ASV2446",0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0
"ASV2447",0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0
"ASV2448",0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0
"ASV2449",0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0
"ASV2450",0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0
"ASV2451",0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0
"ASV2452",0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0
"ASV2453",0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0
"ASV2454",0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0
"ASV2455",0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0
"ASV2456",0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0
"ASV2457",0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0
"ASV2458",0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0
"ASV2459",0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0
"ASV2460",0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0
"ASV2461",0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0
"ASV2462",0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0
"ASV2463",0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0
"ASV2464",0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0
"ASV2465",0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0
"ASV2466",0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0
"ASV2467",0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0
"ASV2468",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0
"ASV2469",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0
"ASV2470",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0
"ASV2471",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0
"ASV2472",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0
"ASV2473",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0
"ASV2474",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0
"ASV2475",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13
"ASV2476",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0
"ASV2477",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0
"ASV2478",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0
"ASV2479",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0
"ASV2480",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0
"ASV2481",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0
"ASV2482",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
"ASV2483",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
"ASV2484",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
"ASV2485",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
"ASV2486",17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2487",17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2488",17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2489",17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2490",0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2491",0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2492",0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2493",0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2494",0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2495",0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2496",0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2497",0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2498",0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2499",0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2500",0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2501",0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2502",0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2503",0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2504",0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2505",0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0
