order	class	phylum	superkingdom	E1.filtered.qc-renamed	E2.filtered.qc-renamed	E3.filtered.qc-renamed	E4.filtered.qc-renamed	E5.filtered.qc-renamed	E6.filtered.qc-renamed	E7.filtered.qc-renamed	N1.filtered.qc-renamed	N2.filtered.qc-renamed	O1.filtered.qc-renamed	O2.filtered.qc-renamed	S1.filtered.qc-renamed
Synergistales	Synergistia	Synergistota	Bacteria	0.2285451530852835	0.4969379992599135	0.5645462507304051	1.5325983323112071	0.2045454545454542	0.5305594366770506	0.590936771897626	0.45000065742049106	0.7831799287893538	0.28083678841419	0.4055123405657739	0.2672533101490008
Syntrophales	Syntrophia	Desulfobacterota	Bacteria	0.0795174983383113	0.4071485602351272	0.37034534087969423	0.1260098812976542	0.2278732203220309	0.361621184150896	0.1363644942170694	0.14114392519735441	0.8627450980392156	0.1846109482612353	0.3070876732575343	0.2986622611419436
Syntrophobacterales	Syntrophobacteria	Desulfobacterota	Bacteria		0.0301561977130382	0.0056411529263612	0.0017035775127768		0.0472752563832538			0.058823529411764705	0.0322027797121391	0.011811023622047102	0.0094339622641509
Syntrophomonadales	Syntrophomonadia	Bacillota	Bacteria	0.0263157894736842	0.0554806077680965	0.0457481047980189	0.01362320359924		0.091060993395736	0.0454600816522525	0.0916669953768917	0.1764705882352941	0.0802027797823429	0.1220472440944876	0.0188679245283018
Syntrophorhabdales	Syntrophorhabdia	Desulfobacterota_G	Bacteria	0.0131578947368421	0.0753997551780224	0.1096256684491977	0.015332197623943701	0.034090909090909	0.0308412149631601	0.0454600816522525	0.0916666666666715	0.0784313725490196	0.0360036665904223	0.011811023622047102	
Sysuimicrobiales	Sysuimicrobiia	Sysuimicrobiota	Bacteria	0.013347938042595	0.1987262488496848	0.0738354225312037	0.061328790461971594	0.1022727272727272	0.1971757749224565		0.025	0.3137254901960784	0.0648221194156674	0.1614176758627475	0.1345584119647532
T3Sed10-11	T3Sed10-11	Bacteroidota_A	Bacteria		0.0141184181306688	0.0026737967914438	0.0068143100511073		0.0052548610093891	0.0454600816522525	0.0833336620435584		0.0280036665904223	0.011811023622047102	
TANB77	Clostridia	Bacillota	Bacteria	0.35177632593517083	1.3273934764872761	1.351641690525342	0.3781447697454596	0.7051459475947576	1.03243629590438	0.522766883964655	0.7744775872409106	2.6689959312195795	0.6753236005848196	0.9488226044329025	0.9747883375814457
TC1	TC1	Bacillota	Bacteria		0.0217996517520355	0.0056411529263612	0.0034071550255536		0.0087443803801607	0.0227272727272727		0.0392156862745098	0.0082064464839714	0.0039370078740157	0.0094339622641509
TMED109	Alphaproteobacteria	Pseudomonadota	Bacteria	0.0066739690212975	0.024638681586456	0.0216839336750243	0.0017035775127768		0.0151409688663014		0.0083333333333333	0.0784313725490196	0.0162064466097779	0.0590552946242873	0.029543356925773
TMED127	Alphaproteobacteria	Pseudomonadota	Bacteria	0.0131578947368421	0.0111420612813369						0.0083336620435535	0.0784313725490196	0.008	0.0078740157480314	
TMED2	Alphaproteobacteria	Pseudomonadota	Bacteria		0.016903933451003	0.0026737967914438	0.0068143100511073		0.0052548610093891	0.0454600816522525	0.0750000000000049		0.0240036665904223	0.0196850393700786	0.0094339622641509
TMED25	Alphaproteobacteria	Pseudomonadota	Bacteria	0.0667911127297838	0.1058495821727021	0.0133689839572192	0.056218057921635395	0.1022727272727272	0.172874643300957		0.0083333333333333		0.008	0.003937184388067	0.0713537295663139
TMED78	Gammaproteobacteria	Pseudomonadota	Bacteria	0.0131578947368421	0.0027855153203342										
Tantalellales	Koll11	Omnitrophota	Bacteria		0.0028390298344205	0.0218590461198766	0.0017035775147826					0.058823529411764705	0.0040000001258077	0.0354330708661417	
Tariuqbacterales	Tariuqbacteria	Electryoneota	Bacteria	0.0066739690212975			0.0017035775127768		0.0063965884861407					0.003937184388067	0.0201093946616221
Tenderiales	Gammaproteobacteria	Pseudomonadota	Bacteria		0.0027855153203342	0.0026737967914438									
Tepidiformales	Dehalococcoidia	Chloroflexota	Bacteria	0.0066739690212975	0.1417676520554061	0.0216839336750242	0.06984667801489759	0.1022727272727272	0.1432918658448361	0.0681873543795252	0.0833333333333382	0.2156862745098039	0.0482101130743938	0.039370255254208404	0.0389773191899239
Tepidisphaerales	Phycisphaerae	Planctomycetota	Bacteria		0.008356545961002701	0.0084900621626573	0.0051107325403362			0.0227272727272727		0.11764705882352941	0.004	0.011811023622047102	0.0188679245283018
Termititenacales	Termititenacia	Margulisbacteria	Bacteria									0.0196078431372549			
Terriglobales	Terriglobia	Acidobacteriota	Bacteria	0.1395832195299888	0.6006370083876212	0.513993039331911	0.1634885865807501	0.2278732203220309	0.5125768209063094	0.3636649024783319	0.5911870278309848	1.2987761761646488	0.36566257563338883	0.5748057973170654	0.6305933736856645
Tethybacterales	Gammaproteobacteria	Pseudomonadota	Bacteria									0.0196078431372549			
Thalassobaculales	Alphaproteobacteria	Pseudomonadota	Bacteria	0.0462426748847002	0.036265213678431496	0.032554233285652004	0.006814310053113	0.0113636363636363	0.0555884452994683		0.0083333333333333	0.09803921568627451	0.1679978764092669	0.0905515341304643	0.0968288916335648
Thermacetogeniales	DSM-12270	Bacillota	Bacteria		0.041542615037459	0.0270315272579119	0.0119250425804854		0.0217566846081624	0.0454600816522525	0.0750000000000049	0.0392156862745098	0.044211173539651205	0.0629919494702183	0.0188679245283018
Thermicanales	Bacilli	Bacillota	Bacteria									0.0196078431372549			
Thermincolales	Thermincolia	Bacillota	Bacteria		0.0027855153203342		0.0051107325383304					0.0196078431372549		0.0078740157480314	0.0094339622641509
Thermoactinomycetales	Bacilli	Bacillota	Bacteria	0.0131578947368421	0.0027855153203342							0.0196078431372549		0.0236220472440944	0.0283018867924527
Thermoanaerobacterales	Thermoanaerobacteria	Bacillota	Bacteria	0.0066739690212975	0.0217996517520355	0.0056411529263612	0.0017035775127768		0.0151409688663014			0.0784313725490196	0.0242064476414765	0.007874192262082701	0.0484144458167824
Thermoanaerobaculales	Thermoanaerobaculia	Acidobacteriota	Bacteria	0.0066739690212975			0.0017035775127768		0.0063965884861407		0.0083336620435535	0.09803921568627451	0.0160000000000001	0.0118112001360984	0.029543356925773
Thermodesulfobacteriales	Thermodesulfobacteria	Desulfobacterota	Bacteria	0.019926885411016	0.0217996517520355	0.011457418297574701	0.0051107325403362		0.0215375573524421			0.23529411764705882	0.0202064464839702	0.015748384524165403	0.0496527515873951
Thermodesulfobiales	Thermodesulfobiia	Thermodesulfobiota	Bacteria	0.0066739690212975			0.0017035775127768		0.0106609808102345				0.0039999988424947	0.003937184388067	0.0201093946616221
Thermodesulfovibrionales	Thermodesulfovibrionia	Nitrospirota	Bacteria	0.1055482228533661	0.2750196156992173	0.3946910375044652	0.0647359454964771	0.0795454545454543	0.1234559013325414	0.2500221447908281	0.3333333333333528	0.4117647058823529	0.2728404531062943	0.413386356313806	0.1452338443622244
Thermoflexales	Anaerolineae	Chloroflexota	Bacteria			0.0058162653712135	0.0017035775147826					0.0392156862745098			
Thermofontimicrobiales	Zhuqueibacteria	Zhuqueibacterota	Bacteria								0.0166666666666666	0.0392156862745098	0.0080000000000001	0.0118110236220472	0.0094339622641509
Thermomicrobiales	Chloroflexia	Chloroflexota	Bacteria	0.0398537708220321	0.0274241969067902	0.024357730466468098	0.0068143100511072		0.0899345887131006			0.11764705882352941	0.0362064477672841	0.0669298399144726	0.13704451659410138
Thermosediminibacterales	Thermosediminibacteria	Bacillota	Bacteria		0.0609885278897526	0.0270315272579119	0.0136286201022146		0.0383798447175551	0.090920163304505	0.1583336620435633	0.058823529411764705	0.08021377979062391	0.0708661417322831	0.0188679245283018
Thermostichales	Cyanobacteriia	Cyanobacteriota	Bacteria									0.0196078431372549	0.0080000011575063	0.0236220472440944	0.0377390134193112
Thermosulfidibacterales	Thermosulfidibacteria	Thermosulfidibacterota	Bacteria									0.0196078431372549	0.004		
Thermosynechococcales	Cyanobacteriia	Cyanobacteriota	Bacteria		0.005678059668841	0.0320855614973262			0.0042643923240938			0.058823529411764705	0.0120000002516154	0.07874015748031479	
Thermotogales	Thermotogae	Thermotogota	Bacteria	0.013347938042595	0.0575795744957883	0.1267242396731337	0.006814310053113	0.0454545454545454	0.0473052686312521		0.0083333333333333	0.29411764705882354	0.0564128930937504	0.0826775183824327	0.059086713851546
Thermotomaculales	Holophagae	Acidobacteriota	Bacteria									0.0196078431372549			
Thiohalomonadales	Gammaproteobacteria	Pseudomonadota	Bacteria		0.0028390298344205	0.0160427807486631	0.0017035775127768		0.0385308760030931			0.058823529411764705	0.015996333353975302	0.047244094488188795	0.0094339622641509
Thiomicrospirales	Gammaproteobacteria	Pseudomonadota	Bacteria	0.0131578947368421	0.22979182696496608	0.21374066471235242	0.027202385561539498	0.0574186748674857	0.0310357222424507	0.0454554033079786	0.09947692982046771	0.19607843137254902	0.0442064478930931	0.08267716535433049	0.0836631061679944
Thiotrichales	Gammaproteobacteria	Pseudomonadota	Bacteria	0.0200219070638925		0.0026737967914438	0.008517887563884		0.0191897654584221	0.0227272727272727		0.058823529411764705	0.0119999999999989	0.011811553164201	0.06976214624901719
Tissierellales	Clostridia	Bacillota	Bacteria	0.1126973001390459	0.22144817001188818	0.35722100391791	0.0919931856751255	0.0909090909090908	0.3229562221818723	0.2727494175181008	0.35000032871023956	1.3529411764705883	0.29303956702442624	0.4685055256343328	0.3885380504913339
Tistrellales	Alphaproteobacteria	Pseudomonadota	Bacteria		0.0028390298344205	0.0160427807486631							0.008000000125807701	0.0354330708661417	
Treponematales	Spirochaetia	Spirochaetota	Bacteria	0.239217646585069	1.0508132951705287	0.8327371315360315	0.3150521305780798	0.37620098609860747	0.779503955358086	0.5909550961976134	0.8995203611643326	2.0784313725490198	0.5782965830122812	1.1535477199378912	0.8776145774132763
Tumebacillales	Bacilli	Bacillota	Bacteria									0.0196078431372549			
Turneriellales	Leptospiria	Spirochaetota	Bacteria		0.0028390298344205	0.0160427807486631	0.0051107325293781		0.0120218355427064			0.0196078431372549	0.007999998968302401	0.0472440944881889	0.0094339622641509
UBA10025	Patescibacteriia	Patescibacteriota	Bacteria	0.0066739690212975			0.0017035775127768		0.0063965884861407			0.0196078431372549		0.003937184388067	0.0201093946616221
UBA10030	UBA10030	Bacteroidota_A	Bacteria	0.0329897584949817	0.0830801686753489	0.2066445840729757	0.0204429301642798	0.09090909090909069	0.0492218690705341		0.0333336620435535	0.11764705882352941	0.0722064476414778	0.09842537336444421	0.0955842571375369
UBA10092	Minisyncoccia	Patescibacteriota	Bacteria		0.0028390298344205	0.0160427807486631			0.0042643923240938			0.0196078431372549	0.012000000125807802	0.0472440944881889	0.0094339622641509
UBA10105	Microgenomatia	Patescibacteriota	Bacteria								0.0083336620435535	0.0196078431372549	0.0199999999999989	0.0078740157480314	0.0094339622641509
UBA101185	WWE3	Patescibacteriota	Bacteria	0.0066739690212975	0.0857637163670797	0.0193036962270538	0.0153321976149914		0.0343950712652403	0.090920163304505	0.1500000000000098	0.21568627450980393	0.0724202284638	0.055118286750271306	0.0861534592360936
UBA1018	UBA1018	Bdellovibrionota	Bacteria	0.013347938042595	0.0055279322555486	0.0080213903743315	0.015326781112016699	0.0113636363636363	0.0170575701032498			0.11764705882352941	0.008	0.031496416020228304	0.0496527515873951
UBA10190	Andersenbacteria	Patescibacteriota	Bacteria						0.0042643923240938			0.0392156862745098	0.0039999988424947		
UBA10199	UBA10199	UBA10199	Bacteria		0.0141184181306688	0.0026737967914438	0.0068143100511073		0.0052548610093891	0.0454600816522525	0.0750000000000049	0.0196078431372549	0.0200036665904223	0.0078740157480314	0.0094339622641509
UBA10329	Bacteroidia	Bacteroidota	Bacteria				0.0034071550255536								0.0094339622641509
UBA10575	UBA4882	Bacillota	Bacteria		0.1521748397780729	0.0770834690052426	0.0152773429631495	0.0233277657765767	0.0094981644773631	0.0454554033079786	0.0828102631538011	0.0196078431372549		0.0039370078740157	0.0364901304845323
UBA1062	Desulfomonilia	Desulfobacterota	Bacteria	0.019831863758139598	0.2653593319004542	0.1984601150954885	0.039127428152983	0.0574186748674857	0.0705572944367574	0.09091548496023111	0.1744769298204991	0.19607843137254902	0.0684165607158714	0.039370255254208404	0.1037725008296165
UBA1063	Hydrothermia	WOR-3	Bacteria								0.0083333333333333				
UBA10806	MSB-5A5	Zixibacteria	Bacteria									0.0196078431372549		0.0039370078740157	
UBA11029	Negativicutes	Bacillota	Bacteria		0.024638681586456	0.0216839336750243			0.0087443803801607			0.0392156862745098	0.012206446609779101	0.039370078740157397	0.0094339622641509
UBA1113	Gammaproteobacteria	Pseudomonadota	Bacteria				0.0017035775127768			0.0227272727272727			0.004		
UBA11136	Alphaproteobacteria	Pseudomonadota	Bacteria									0.0196078431372549			
UBA11222	Alphaproteobacteria	Pseudomonadota	Bacteria										0.004		
UBA11236	Fibrobacteria	Fibrobacterota	Bacteria			0.0026737967914438	0.0017035775127768	0.0113636363636363				0.0392156862745098			
UBA1127	Dehalococcoidia	Chloroflexota	Bacteria		0.0141184181306688	0.0026737967914438	0.0068143100511073		0.007387057171436	0.0454600816522525	0.0750000000000049	0.0392156862745098	0.0200036665904223	0.0078740157480314	
UBA11346	UBA11346	Planctomycetota	Bacteria							0.0227272727272727	0.0083333333333333	0.0784313725490196		0.0039370078740157	0.0094339622641509
UBA1135	UBA1135	Planctomycetota	Bacteria	0.0200219070638925	0.1238455037445685	0.0439549860369955	0.0323679727338071	0.0113636363636363	0.1109653282195488	0.11364743603177771	0.1666666666666764	0.21568627450980393	0.1088294536282104	0.1181107657626254	0.1263690841966302
UBA1144	UBA1144	Desulfobacterota_D	Bacteria		0.0141184181306688	0.0026737967914438	0.0068143100511073		0.0052548610093891	0.0454600816522525	0.0750000000000049		0.0200036665904223	0.011811023622047102	
UBA1146	UBA8108	Planctomycetota	Bacteria	0.0066739690212975	0.005678059668841	0.0401069518716577	0.0034071550255536		0.0127931769722814	0.0227272727272727	0.0166666666666931	0.0392156862745098	0.0120000002516142	0.094488365490429	0.0484112814540748
UBA1149	Binatia	Desulfobacterota_B	Bacteria		0.0169574479650893	0.0187165775401069	0.0068143100511073		0.0052548610093891	0.0454600816522525	0.0750000000000049		0.024003666716230002	0.0551181102362203	0.0094339622641509
UBA11654	Gammaproteobacteria	Pseudomonadota	Bacteria		0.15496035509840708	0.0690620786309111	0.0152773429631495	0.0233277657765767	0.0031015759912224	0.0454554033079786	0.0828102631538011	0.058823529411764705	0.0239989408180565		0.0553612193755417
UBA11705	Patescibacteriia	Patescibacteriota	Bacteria									0.0196078431372549			
UBA11713	Minisyncoccia	Patescibacteriota	Bacteria	0.0066739690212975	0.0217996517520355	0.013662543300692699	0.0068143100511072		0.0622006299210194			0.1568627450980392	0.0322027808696453	0.023622223758145502	0.0484144458167824
UBA1177	UBA1177	UBP6	Bacteria	0.0066739690212975			0.0017035775127768		0.0063965884861407				0.0039999999999988	0.0196852158841299	0.0389773191899239
UBA11872	UBA11872	Chloroflexota	Bacteria	0.0131578947368421	0.0245851670723697	0.008314949717805			0.0087443803801607			0.0392156862745098	0.0082064464839714	0.055118110236220104	0.0283018867924527
UBA12015	Binatia	Desulfobacterota_B	Bacteria	0.0263157894736842	0.027370682392703898	0.013662543300692699			0.0151409688663014			0.0784313725490196	0.0082064464839714	0.0196850393700786	0.0188679245283018
UBA1212	Clostridia	Bacillota	Bacteria	0.0131578947368421	0.0084635749891752	0.0320855614973262	0.0051107325383304	0.0113636363636363	0.006396588889578			0.058823529411764705	0.016000000251614202	0.08661417322834629	0.0188679245283018
UBA12157	UBA1384	Patescibacteriota	Bacteria				0.0034071550255536			0.0227272727272727			0.0039999999999998		
UBA12225	UBA2235	Chloroflexota	Bacteria									0.0392156862745098	0.004		0.0094339622641509
UBA12327	Actinomycetes	Actinomycetota	Bacteria									0.0392156862745098			
UBA12402	Gammaproteobacteria	Pseudomonadota	Bacteria	0.0066739690212975			0.0017035775127768		0.0063965884861407					0.003937184388067	0.0201093946616221
UBA12405	Microgenomatia	Patescibacteriota	Bacteria	0.026505832779437098	0.18598270668007888	0.08557353116789991	0.0340166956057003	0.0233277657765767	0.026404474982282	0.1363755666124836	0.24114392519736438	0.1568627450980392	0.0480073331808446	0.0511814553903068	0.0861428820719274
UBA1280	Alphaproteobacteria	Pseudomonadota	Bacteria									0.0196078431372549			
UBA1369	Gracilibacteria	Patescibacteriota	Bacteria	0.0997808712247655	0.1114733072034167	0.3213242867615877	0.030664395249893	0.1136363636363634	0.0639316464820975	0.0909090909090908		0.09803921568627451	0.0600000001258078	0.0629924790123542	0.0820291619637851
UBA1381	Clostridia	Bacillota	Bacteria	0.0914838148853592	0.13878092128433608	0.1293980364645774	0.7339311933974096	0.0113636363636363	0.2262691033626735	0.340931235699919	0.3250003287102397	0.3915899643946769	0.1444275598328602	0.2440951942451804	0.1603152360681784
UBA1384	UBA1384	Patescibacteriota	Bacteria		0.0141184181306688	0.0026737967914438	0.0068143100511073		0.0052548610093891	0.0454600816522525	0.0750000000000049		0.0200036665904223	0.0078740157480314	
UBA1400	Microgenomatia	Patescibacteriota	Bacteria	0.0527266006002448	0.0749280847666158	0.1361885239187839	0.015337614115959899	0.0568181818181818	0.0728616107312539	0.0909090909090908		0.27450980392156865	0.0882027812457954	0.2283509892876017	0.10501821940168779
UBA1406	Microgenomatia	Patescibacteriota	Bacteria	0.039663727516279196	0.0414579824125937	0.1504948514526549	0.0102214650786666	0.0454545454545454	0.0342964959269976			0.23529411764705882	0.0602064480189008	0.1496066522407005	0.0779578027425554
UBA1429	Anaerolineae	Chloroflexota	Bacteria	0.0066739690212975	0.0055702105166283	0.0967253562803044	0.0051107325403362	0.0454545454545454	0.02341991938479			0.11764705882352941	0.024	0.0118112001360984	0.0201093946616221
UBA1439	Tritonobacteria	UBA1439	Bacteria	0.0066739690212975	0.043599303504071	0.0112823058527224	0.0017035775127768		0.023885349246462097			0.0784313725490196	0.0164128929679428	0.0236222237581456	0.0484112814540748
UBA1544	Patescibacteriia	Patescibacteriota	Bacteria									0.0196078431372549			
UBA1551	UBA1551	Desantisbacteria	Bacteria										0.0080000000000001		
UBA1558	Patescibacteriia	Patescibacteriota	Bacteria	0.013347938042595	0.0028390298344205	0.029880436494207997	0.0102214650697143		0.020550620190894		0.0083333333333333	0.0784313725490196	0.0160000001258066	0.06692948688637	0.059086713851546
UBA1565	Elusimicrobia	Elusimicrobiota	Bacteria	0.019926885411016	0.0282368362613376	0.0053475935828876	0.022146507657146302		0.0866641965980493	0.090920163304505	0.191666666666645		0.0400073331808446	0.0393704317682597	0.059086713851546
UBA1845	Phycisphaerae	Planctomycetota	Bacteria	0.0328947368421052	0.1607817884871074	0.2225122523767864	0.0289608177261582	0.068181818181818	0.0688805959235837	0.0681873543795252	0.0833333333333382	0.1764705882352941	0.08441655955836541	0.0590551181102358	0.0660377358490563
UBA1875	CPR2	Patescibacteriota	Bacteria		0.016903933451003	0.0026737967914438	0.0068143100511073		0.0052548610093891	0.0454600816522525	0.0750000000000049	0.0196078431372549	0.0200036665904223	0.0196850393700785	
UBA2136	Alphaproteobacteria	Pseudomonadota	Bacteria		0.035918069882704295	0.0109887465092488	0.0068143100511073		0.0182636337136436	0.0454600816522525	0.0750000000000049	0.058823529411764705	0.0362101130743938	0.023622047244094203	0.0283018867924527
UBA2169	Patescibacteriia	Patescibacteriota	Bacteria									0.0196078431372549			
UBA2196	Patescibacteriia	Patescibacteriota	Bacteria		0.0028390298344205	0.0160427807486631	0.0017035775127768			0.0227272727272727		0.0196078431372549	0.0040000001258077	0.0354330708661417	
UBA2199	Aminicenantia	Acidobacteriota	Bacteria		0.0217996517520355	0.0056411529263612			0.0087443803801607	0.0227272727272727		0.058823529411764705	0.0202064464839703	0.0236220472440943	0.0188679245283018
UBA2200	Anaerolineae	Chloroflexota	Bacteria		0.024638681586456	0.0216839336750243			0.0087443803801607			0.0392156862745098	0.012206446609779101	0.043307086614173096	0.0094339622641509
UBA2201	Thermoanaerobaculia	Acidobacteriota	Bacteria		0.0217996517520355	0.0056411529263612			0.0087443803801607			0.0392156862745098	0.0122064464839714	0.0039370078740157	0.0094339622641509
UBA2241	Thermoleophilia	Actinomycetota	Bacteria	0.0066739690212975	0.005678059668841	0.0379018268685397	0.0034071550275594		0.0063965884861407			0.0784313725490196	0.0080000002516154	0.0866143497423976	0.029543356925773
UBA2242	UBA2242	Marinisomatota	Bacteria		0.0274777114208765	0.0377267144236874	0.0068143100421549		0.1127687501522904			0.0784313725490196	0.0282027799637544	0.0944881889763777	0.0188679245283018
UBA2247	Dehalococcoidia	Chloroflexota	Bacteria									0.0196078431372549			
UBA2258	WOR-3	WOR-3	Bacteria	0.013347938042595		0.0084900621626573	0.008517887565889799		0.0149253735377656		0.0083333333333333	0.09803921568627451	0.0120000000000001	0.031496416020228304	0.0496527515873951
UBA2361	UBA2361	Bdellovibrionota_B	Bacteria	0.0263157894736842	0.025313993926091898	0.0213903743315507	0.0068143100511073		0.0052548610093891	0.0454600816522525	0.0750000000000049	0.0196078431372549	0.028003666716230002	0.0551181102362202	0.0283018867924527
UBA2386	UBA1135	Planctomycetota	Bacteria	0.0066739690212975	0.052875517847793596	0.0270315272579119	0.0153321976149914		0.0256506908850796	0.090920163304505	0.1583333333333431	0.13725490196078433	0.0602137797906237	0.0866143497423973	0.07671316824652749
UBA2392	UBA8742	Planctomycetota	Bacteria		0.0217996517520355	0.008314949717805			0.0087443803801607			0.058823529411764705	0.0122064464839714	0.0039370078740157	0.0094339622641509
UBA2394	UBA2394	Bdellovibrionota	Bacteria			0.0080213903743315			0.0063965884861407					0.0039370078740157	
UBA2428	UBA2428	Bdellovibrionota	Bacteria								0.0083333333333333	0.0196078431372549	0.004	0.0118110236220472	0.0094339622641509
UBA2466	FAC87	Bdellovibrionota	Bacteria		0.0141184181306688	0.0053475935828876	0.0102214650766609		0.0052548610093891	0.0681873543795252	0.0833336620435584	0.0392156862745098	0.044004726929872104	0.0157478549820295	
UBA2565	Lentisphaeria	Verrucomicrobiota	Bacteria		0.0141184181306688	0.0026737967914438	0.0068143100511073		0.0052548610093891	0.0454600816522525	0.0750000000000049		0.0200036665904223	0.0078740157480314	
UBA2591	Patescibacteriia	Patescibacteriota	Bacteria	0.019831863758139598	0.0274241969067902	0.0216839336750243	0.0017035775127768		0.0151409688663014		0.0083333333333333	0.058823529411764705	0.0162064466097791	0.062992302498303	0.0389773191899239
UBA2774	UBA1144	Desulfobacterota_D	Bacteria	0.013347938042595		0.0026737967914438	0.0051107325383304		0.0170575692963752	0.0227272727272727		0.0196078431372549	0.0039999988424947	0.007874368776134	0.0402187893232442
UBA2966	Alphaproteobacteria	Pseudomonadota	Bacteria		0.0169574479650893	0.0187165775401069	0.0068143100511073		0.0052548610093891	0.0454600816522525	0.0916666666666715		0.024003666716230002	0.047244094488188795	
UBA2968	UBA2968	Latescibacterota	Bacteria	0.0066739690212975	0.0217996517520355	0.0056411529263612	0.0034071550255536		0.0536718448693945			0.0784313725490196	0.020202779712139	0.031496239506177	0.0389773191899239
UBA2979	Dehalococcoidia	Chloroflexota	Bacteria		0.0225284786057578	0.0187165775401069	0.008517887563884101		0.0608587153977662	0.0454600816522525	0.0750000000000049	0.0392156862745098	0.0360036678737363	0.0708661417322832	0.0377390134193112
UBA2985	Dehalococcoidia	Chloroflexota	Bacteria			0.0058162653712135	0.0017035775147826					0.058823529411764705		0.0039370078740157	0.0094339622641509
UBA3054	UBA3054	UBA3054	Bacteria		0.0083565459610027		0.0102214650766609		0.0127931769722814	0.0227272727272727				0.0039370078740157	
UBA3072	UBA3072	WOR-3	Bacteria									0.058823529411764705			
UBA3073	UBA3073	WOR-3	Bacteria	0.0066739690212975	0.0141184181306688	0.0026737967914438	0.008517887563884101		0.011651449495529799	0.0454600816522525	0.0750000000000049		0.0200036665904223	0.0118112001360984	0.0201093946616221
UBA3375	Bacilli	Bacillota	Bacteria		0.0141184181306688	0.0026737967914438	0.0068143100511073		0.0052548610093891	0.0454600816522525	0.0750000000000049		0.0200036665904223	0.0078740157480314	
UBA3495	Dehalococcoidia	Chloroflexota	Bacteria	0.013347938042595	0.0415961295515453	0.0488905733777885	0.0255536626847056		0.0752129341490211	0.0681873543795252	0.0916666666666715	0.29411764705882354	0.0842064488691894	0.1299216128706216	0.0968288916335648
UBA3505	UBA9042	Myxococcota	Bacteria	0.0131578947368421	0.0027855153203342								0.004	0.0039370078740157	
UBA3561	UBA3561	Bacillota	Bacteria									0.0196078431372549			
UBA3569	UBA3569	Bacillota	Bacteria				0.0017035775127768			0.0227272727272727		0.0196078431372549			
UBA3575	UBA3575	Bacillota	Bacteria			0.0058162653712135	0.0017035775147826					0.0392156862745098			0.0094339622641509
UBA3830	Alphaproteobacteria	Pseudomonadota	Bacteria	0.0066739690212975	0.0519558494650737	0.0112823058527224	0.008517887563884101		0.0345463300566966			0.1568627450980392	0.0164128929679428	0.0236222237581456	0.0484112814540748
UBA4055	UBA4055	UBA4055	Bacteria		0.0028390298344205	0.0160427807486631						0.0392156862745098	0.0040000001258077	0.0354330708661417	
UBA4068	Dehalobacteriia	Bacillota	Bacteria	0.019831863758139598	0.0747779573524727	0.1344520707039917	0.018739352651503	0.034090909090909	0.0364629313028532	0.0227272727272727	0.058856403512865196	0.27450980392156865	0.0402064466097791	0.0708663182463343	0.0389773191899239
UBA4092	UBA4092	UBP4	Bacteria												0.0094339622641509
UBA4142	Anaerolineae	Chloroflexota	Bacteria		0.0028390298344205	0.0160427807486631	0.0034071550255536	0.0113636363636363	0.0021321965654842			0.11764705882352941	0.016000001283314	0.0511811023622046	0.0283050511551603
UBA4151	UBA4151	Myxococcota	Bacteria	0.0066739690212975			0.0017035775127768		0.0063965884861407				0.004	0.003937184388067	0.0201093946616221
UBA4248	Bradymonadia	Myxococcota	Bacteria	0.0197368421052631	0.0306406685236768	0.0106951871657754	0.0034071550255536	0.0113636363636363		0.0227272727272727	0.0166666666666666	0.0196078431372549	0.008		0.0188679245283018
UBA4408	Bacteroidia	Bacteroidota	Bacteria		0.0273698622686638	0.0965502438354521	0.0017035775127768	0.0454545454545454	0.0215033189547162	0.0227272727272727		0.058823529411764705	0.0362064464839714	0.0157480314960628	0.0094339622641509
UBA4473	Gracilibacteria	Patescibacteriota	Bacteria			0.0026737967914438			0.0556038543883771					0.0236220472440943	0.0094339622641509
UBA4575	Gammaproteobacteria	Pseudomonadota	Bacteria		0.0084092403510488	0.11858440240018099	0.005110732542342	0.0454545454545454	0.0127589385745555		0.0171894081359785	0.1568627450980392	0.0320000001258077	0.047244094488188795	
UBA4664	Saccharimonadia	Patescibacteriota	Bacteria		0.0056245451547547	0.0160427807486631			0.0063965884861407005			0.0196078431372549	0.011999998968302401	0.0472440944881889	0.0094339622641509
UBA4733	UBA4733	Chloroflexota	Bacteria									0.0196078431372549			
UBA4738	UBA4738	Actinomycetota	Bacteria	0.0331798018007346	0.2106213882665349	0.0987674026802668	0.034016695603694504	0.0233277657765767	0.0436776400106303	0.1591028393397563	0.24114392519736438	0.21568627450980393	0.0802137809481301	0.1023627342665625	0.1251233656245589
UBA4802	UBA4802	Spirochaetota	Bacteria	0.0066739690212975	0.016903933451003	0.0026737967914438	0.0153321976149913		0.013783646061014	0.0454600816522525	0.0833336620435584	0.19607843137254902	0.0360036665904223	0.023622223758145502	0.0201093946616221
UBA4820	UBA4820	Acidobacteriota	Bacteria	0.0066739690212975	0.005678059668841	0.0320855614973262	0.0017035775127768		0.0063965884861407				0.0080000002516154	0.0866143497423976	0.029543356925773
UBA4882	UBA4882	Bacillota	Bacteria									0.058823529411764705			
UBA4971	SHA-98	Bacillota	Bacteria		0.024638681586456	0.027031527257912	0.0017035775127768		0.0087443803801607		0.0500434313438262	0.0392156862745098	0.0282064466097777	0.051181102362204495	0.0094339622641509
